timestamp,col 1,col 10,col 11,col 12,col 13,col 14,col 15,col 2,col 3,col 4,col 5,col 6,col 7,col 8,col 9
9/01/2018 12:15,3610,387.01,257.36,17.8954927,3.67,2.46097,16.9165004,2420.29,16.93805288,22700,15239.21,16.7829566,1758.94,1169,17.96483832
9/01/2018 13:15,3630,390,256.69,19.11644396,3.62,2.39987,18.25973907,2412,17.99004975,22990.35,15253,18.16976595,1768,1165.99,18.87854956
9/01/2018 15:15,3650,387.02,257.22,17.96270897,3.61,2.38986,18.42702083,2463.13,16.17738406,22810.03,15353.79,16.47328458,1791,1209.27,16.11501154
9/01/2018 17:42,3627.01,380.08,249.37,19.49421342,3.53,2.31999,19.29016935,2379.85,19.48550707,22630,14916.87,18.93862452,1795.18,1190,18.27068235
